label,max_temp,min_temp,max_wind_speed,min_wind_speed,precipitation_sum,par_total,root_zone_soil_wetness,surface_soil_wetness,humidity,earth_skin_temp
Blast,38.8916,6.1663,6.7595,0.0145,84.2254,7.2073,0.4312,0.3944,7.9577,22.3856
Leaf-folder Injury,35.7578,10.8658,5.8291,0.0997,238.2141,7.8598,0.4711,0.4265,11.8801,24.5025
Stripes,43.0492,2.0475,8.3765,0.0105,112.1713,7.5961,0.3973,0.3176,6.5299,23.095
Tungro,44.138,7.2614,6.9988,0.0438,74.4975,7.9768,0.4911,0.3611,10.2611,25.9643
Healthy,35.7745,8.2716,4.7814,0.0391,418.4154,7.6144,0.5377,0.5441,11.5924,22.3897
Leaf-folder Injury,41.222,10.3965,7.4454,0.0807,83.8272,7.5858,0.4095,0.3632,7.6486,23.3687
Stripes,40.8278,5.5616,7.5665,0.0197,104.5649,7.6209,0.4217,0.3736,7.3723,22.284
Blast,36.7053,8.6998,4.483,0.0364,504.4911,7.4391,0.5126,0.5275,11.1504,23.0799
Leaf-folder Injury,42.98,8.9533,5.1505,0.0612,75.8613,8.0195,0.5224,0.404,9.2776,25.6545
Stripes,41.8069,10.1444,7.5357,0.0748,90.3106,7.5482,0.4156,0.364,7.6246,23.1847
Scald,40.9334,5.5259,7.7637,0.0205,130.8149,7.5586,0.4162,0.3667,7.4163,22.3571
Blast,41.8455,6.8656,5.3591,0.0041,173.3811,8.1086,0.5013,0.4113,10.0767,25.198
Tungro,40.9447,5.6769,7.8551,0.0203,136.567,7.5802,0.4199,0.3696,7.2368,22.2051
Insect Infestation,35.905,8.4219,5.1531,0.0407,396.4522,7.6068,0.5392,0.5443,11.6437,22.5296
Insect Infestation,42.7399,6.6443,7.4327,0.0096,60.4145,7.4575,0.4083,0.3432,7.4776,23.3786
Insect Infestation,39.5228,6.6752,7.7685,0.0495,172.3579,6.8026,0.4076,0.3738,8.7792,23.991
Tungro,36.0497,8.4437,1.5509,0.0112,194.9859,7.355,0.4752,0.4655,11.7113,22.3479
Stripes,41.0744,5.5435,7.8095,0.0199,133.4217,7.5908,0.4155,0.365,7.2357,22.3112
Blast,44.9077,5.2309,5.7106,0.0357,59.0506,7.4633,0.4417,0.3634,6.7636,23.3511
Tungro,41.8278,5.9284,6.2899,0.041,81.015,7.6129,0.3538,0.2628,5.8491,22.7786
Scald,40.7034,7.0921,5.3046,0.0486,151.8371,7.5412,0.4625,0.4153,8.9401,24.0748
Healthy,37.545,10.6506,8.0036,0.1015,55.0084,7.7717,0.4503,0.3956,12.3998,24.8696
Leaf-folder Injury,42.5432,7.9461,5.4619,0.0505,69.1483,7.4731,0.4386,0.3551,7.7272,24.8009
Stripes,34.9325,8.6028,5.6991,0.036,326.5614,7.4795,0.615,0.6004,12.9784,22.9171
Blast,42.7216,8.3379,5.4968,0.0569,67.726,7.5123,0.4372,0.3545,7.6961,24.9696
Stripes,39.0932,7.7646,3.6944,0.0326,398.3279,7.5608,0.4471,0.445,9.9132,22.831
Tungro,35.574,10.8784,5.336,0.1223,484.8228,7.3807,0.6824,0.6586,12.5635,22.5453
Healthy,41.5611,6.3704,6.2094,0.0382,76.5945,7.6254,0.3578,0.259,5.8519,22.814
Stripes,40.2496,4.013,4.5138,0.0767,177.7468,7.9129,0.4762,0.462,10.0018,22.9369
Healthy,38.8905,10.6318,6.9773,0.1018,41.2342,7.6725,0.5415,0.4943,12.5006,24.2253
Scald,41.0796,5.5125,7.7574,0.0193,126.1611,7.6411,0.4213,0.3713,7.2453,22.281
Blast,36.6526,6.8252,3.9237,0.0805,419.1176,7.7395,0.5587,0.5537,11.0133,21.3794
Blast,43.1724,1.6256,8.2525,0.0083,105.1569,7.5998,0.3956,0.3189,6.4744,23.0431
Insect Infestation,37.5776,9.8325,6.4114,0.0802,47.1177,8.2668,0.4793,0.4317,12.8497,25.419
Scald,43.1958,1.6083,8.5789,0.011,107.6615,7.6057,0.3955,0.3161,6.531,23.2357
Stripes,37.9223,9.3607,0.788,0,121.4871,8.1659,0.4226,0.3889,9.4957,21.8687
Stripes,36.4239,6.6502,3.4785,0.0809,387.4305,7.7388,0.5551,0.5484,10.8224,21.4597
Leaf-folder Injury,44.6906,5.1106,6.0237,0.0385,50.1118,7.4975,0.4416,0.3604,6.7297,23.4354
Blast,41.0782,5.5868,7.9113,0.0229,126.5297,7.6146,0.417,0.3702,7.136,22.2729
Scald,43.5365,4.9917,5.6242,0.0875,156.0547,8.6126,0.4672,0.422,7.873,23.1465
Leaf-folder Injury,40.4118,7.6014,8.044,0.0245,106.5441,7.0557,0.4433,0.4066,7.7157,22.7181
Scald,41.0611,5.5951,7.741,0.0192,131.4718,7.5919,0.4166,0.371,7.2439,22.3535
Stripes,43.5567,7.8502,8.0108,0.0494,36.4835,7.455,0.4342,0.3744,7.1247,23.0304
Tungro,44.8235,5.4251,5.8784,0.0377,47.7908,7.5113,0.4444,0.3655,6.774,23.3997
Healthy,36.134,8.1813,1.1542,0.0035,286.1626,7.7594,0.5281,0.5646,10.5036,20.7328
Blast,41.1126,6.727,4.6411,0.049,155.9832,7.4187,0.4629,0.4071,9.0278,24.2394
Blast,41.3229,9.9925,7.4423,0.0842,87.0412,7.5778,0.4089,0.3619,7.6647,23.2322
Blast,43.9016,6.603,6.6306,0.1018,58.6693,7.3289,0.4652,0.3991,7.8613,24.2302
Healthy,37.6677,6.5094,6.6902,0.0422,401.6002,7.024,0.522,0.5102,9.0761,21.0368
Leaf-folder Injury,40.8379,6.7486,8.8182,0.0427,156.6031,7.0425,0.4346,0.4009,8.2133,22.151
Blast,41.2822,6.3203,6.4215,0.0153,162.6787,8.7249,0.4466,0.4087,6.951,21.2564
Tungro,46.1294,6.0576,7.2006,0.0392,147.7964,6.5364,0.5338,0.4996,9.1441,23.0723
Healthy,39.26,6.21,5.73,0.03,225.56,6.8375,0.585,0.5825,10.03,21.5925
Tungro,40.3997,5.7635,6.3394,0.0831,121.5247,7.1385,0.4415,0.38,8.0989,24.0362
Leaf-folder Injury,44.8741,7.6416,5.438,0.1364,55.4539,8.063,0.5169,0.3989,9.2606,25.4856
Insect Infestation,34.6411,8.5953,5.5277,0.0422,369.8206,7.5957,0.6004,0.6028,13.1909,23.0486
Healthy,42.3701,7.1019,6.2425,0.1115,100.1794,8.2105,0.5044,0.4097,10.1354,25.4279
Healthy,40.9251,7.5195,4.6882,0.02,410.7582,7.5256,0.6589,0.6492,11.0326,22.2677
Blast,36.5634,6.9188,5.8775,0.0635,155.9453,7.6261,0.508,0.4923,10.2431,22.4761
Blast,44.7101,6.447,8.0218,0.0471,128.8826,6.8433,0.4634,0.4372,7.9,21.9027
Blast,42.8802,3.4589,5.6485,0.0275,79.304,8.0238,0.4913,0.3566,8.5638,25.028
Insect Infestation,37.3566,6.8679,5.7858,0.062,171.1541,7.7624,0.5095,0.5222,10.2671,22.2399
Tungro,41.6068,6.6962,6.5733,0.0217,164.245,8.6882,0.4379,0.4022,7.0107,21.3993
Stripes,39.6745,5.6994,5.6689,0.129,254.3571,7.6358,0.5599,0.5174,10.8696,24.33
Stripes,38.227,7.2179,4.8168,0.0371,350.3847,7.1012,0.6004,0.5999,11.4719,21.5105
Healthy,42.73,8.0581,5.5136,0.0606,68.6242,7.4545,0.4344,0.354,7.7194,24.938
Blast,42.7093,6.831,7.4932,0.0133,63.1812,7.4511,0.4034,0.3482,7.4149,23.4512
Scald,41.0822,10.0156,7.3864,0.0733,86.129,7.5851,0.4134,0.3663,7.6574,23.3453
Scald,41.1233,5.6082,7.7908,0.0181,151.2622,7.582,0.4173,0.3701,7.266,22.441
Blast,32.6359,8.9868,6.7237,0.0348,760.0742,7.6342,0.6559,0.6466,13.4882,22.5486
Tungro,36.0611,8.225,1.1677,0.0099,321.1282,7.8342,0.5319,0.5655,10.7773,20.7472
Blast,38.6981,6.075,7.0282,0.0165,80.2708,7.18,0.4313,0.3926,7.9391,22.1663
Blast,36.9793,7.2632,3.6293,0.0481,419.3367,7.876,0.5262,0.5105,10.0393,22.585
Healthy,36.5419,10.7965,6.1204,0.0608,322.1115,8.031,0.561,0.5269,12.6205,23.2053
Healthy,42.7037,6.5999,7.3802,0.0122,69.097,7.4814,0.4151,0.3454,7.4196,23.3107
Stripes,43.6666,7.2897,9.1215,0.0412,105.0464,6.9326,0.3944,0.3399,7.2676,24.7523
Healthy,40.7881,7.8874,7.8201,0.0226,101.8481,7.0513,0.4443,0.411,7.7047,22.699
Scald,42.23,6.2508,5.5808,0.0104,171.7767,8.083,0.4996,0.3909,10.1814,25.0506
Insect Infestation,42.7646,8.1124,5.3851,0.0595,70.8246,7.5339,0.4368,0.3603,7.7041,24.8143
Blast,43.7652,6.9684,9.2442,0.0403,104.8059,6.9662,0.3954,0.3375,7.2585,24.6341
Scald,36.0216,7.9936,1.3117,0.0115,343.1338,7.7938,0.5346,0.555,10.6519,20.746
Blast,40.3038,7.6426,8.0543,0.0238,104.5786,7.0864,0.4382,0.4082,7.7305,22.5858
Stripes,43.2763,1.7426,6.6724,0.0217,81.2574,7.4157,0.4349,0.3477,7.1759,23.8294
Blast,40.8312,5.4733,7.7641,0.0175,125.3282,7.5994,0.4149,0.3756,7.4148,22.2341
Tungro,43.2367,7.116,8.1678,0.0509,34.878,7.4443,0.4414,0.3752,7.1104,22.8886
Healthy,41.3258,7.9818,6.5635,0.0422,83.1946,7.2951,0.4838,0.4323,9.5892,24.3892
Insect Infestation,34.8462,8.9765,5.5164,0.0328,330.2599,7.4582,0.6109,0.598,13.1593,22.9123
Healthy,41.1571,6.843,5.0838,0.0192,395.4276,7.5307,0.656,0.6525,11.1039,22.6655
Insect Infestation,33.4123,9.4514,1.2444,0.0182,709.0012,7.8978,0.5656,0.5917,11.8045,21.2815
Blast,41.8788,5.5171,6.6255,0.042,77.1251,7.646,0.357,0.2631,5.8574,22.7961
Scald,39.7806,10.1246,5.4211,0.0135,85.8398,7.7997,0.5204,0.472,12.3338,23.7878
Blast,37.7883,9.5644,1.4384,0.0104,201.6067,8.3794,0.4822,0.4787,9.8381,21.6064
Scald,43.3673,7.5045,4.8253,0.0544,28.2576,7.5061,0.536,0.4022,9.5179,25.8689
Scald,37.2882,7.4071,3.9462,0.0533,396.0978,7.8972,0.5152,0.5105,10.1739,22.5201
Blast,41.8561,7.1079,6.3068,0.0209,166.8026,7.0638,0.4589,0.431,8.3832,22.5247
Scald,38.2458,7.89,4.9743,0.0571,472.9903,7.7315,0.4988,0.4955,11.3647,23.2025
Scald,46.8642,6.1778,6.9391,0.0429,154.3998,6.533,0.5301,0.4945,8.9851,22.8916
Insect Infestation,39.4439,7.1051,7.5927,0.051,175.2243,6.8177,0.4128,0.3736,8.4289,24.1517
Blast,40.9183,5.6633,7.8803,0.022,120.5906,7.6051,0.4158,0.3605,7.3944,22.2559
Stripes,41.391,7.2561,4.7715,0.0218,365.8644,7.5404,0.6597,0.6361,11.2506,22.6514
Tungro,33.9159,6.2637,3.797,0.0247,605.7153,7.4206,0.6839,0.705,12.2911,21.2201
Blast,38.1067,10.6157,0.7023,0.0102,136.2297,8.3618,0.4417,0.4194,10.1031,22.6492
Healthy,41.2541,5.6304,7.8812,0.0188,107.4169,7.5701,0.4176,0.3746,7.2809,22.4487
Healthy,43.6169,7.1794,8.1077,0.0519,38.611,7.4488,0.441,0.3738,7.1082,22.8736
Blast,37.0374,9.0625,4.3905,0.04,501.8784,7.4888,0.5226,0.5327,10.8504,22.9439
Blast,41.1365,5.5898,7.8436,0.0227,140.797,7.585,0.4176,0.3755,7.3515,22.3681
Blast,43.6259,6.4041,6.4778,0.0924,64.5928,7.3185,0.4627,0.3917,7.8444,24.0955
Tungro,43.1444,1.4822,8.2667,0.0105,103.3437,7.5903,0.3963,0.3221,6.4844,23.1469
Scald,34.8248,8.6362,5.6629,0.0388,331.2726,7.5303,0.6003,0.5947,13.0161,23.1355
Tungro,36.7158,9.5114,1.5231,0.0186,147.8826,8.1339,0.4247,0.3901,10.4043,22.3725
Scald,43.1038,1.5139,8.6345,0.0062,111.8942,7.6026,0.3892,0.3261,6.6069,23.1858
Blast,33.7238,8.8788,1.2731,0.0228,689.4947,8,0.565,0.5923,11.6657,21.1367
Leaf-folder Injury,39.6333,6.4653,7.0165,0.0641,299.1758,6.9113,0.4672,0.4485,9.1598,22.9364
Insect Infestation,41.3439,9.835,7.3269,0.0717,85.0768,7.5568,0.4109,0.3604,7.655,23.2884
Insect Infestation,43.5517,7.3169,7.6964,0.0541,38.0133,7.4132,0.4419,0.3752,7.0942,22.9597
Stripes,38.9971,6.5708,5.1997,0.0318,192.5453,6.7626,0.4529,0.3907,9.1923,24.3991
Tungro,41.1033,9.9042,7.4901,0.0853,88.8649,7.5714,0.4119,0.3627,7.6393,23.3888
Scald,44.703,5.3959,5.7134,0.0398,55.3503,7.4414,0.4422,0.3618,6.6809,23.505
Tungro,41.2302,7.1406,4.9236,0.0236,376.0104,7.5089,0.6634,0.6412,11.3676,22.4296
Leaf-folder Injury,39.4404,8.0206,7.5813,0.0519,152.5351,7.4449,0.4078,0.3748,8.3991,23.1997
Blast,44.6121,7.4981,5.2397,0.1265,54.0153,8.0682,0.5156,0.3997,9.3311,25.3984
Blast,37.4585,6.3914,6.4953,0.0391,378.5311,7.0268,0.5219,0.4896,9.3022,20.9331
Leaf-folder Injury,41.0157,5.5524,7.8449,0.0203,120.3752,7.605,0.4177,0.3668,7.356,22.3819
Healthy,44.7376,5.0475,5.5733,0.0427,53.8132,7.5123,0.4476,0.3655,6.6858,23.4181
Tungro,36.9643,9.8178,1.4866,0.0236,118.2515,8.6664,0.4312,0.4043,9.4189,22.0893
Insect Infestation,39.32,6.4564,7.7375,0.0477,168.5217,6.8048,0.4134,0.3765,8.6986,24.0129
Stripes,43.68,7.46,4.8,0.06,27.8,7.5775,0.5325,0.4,9.56,25.845
Blast,41.068,10.0458,7.4113,0.0824,88.1823,7.571,0.4096,0.3605,7.6513,23.3098
Blast,37.6616,7.0816,3.7526,0.0231,347.9751,7.543,0.5318,0.5484,10.9836,21.989
Leaf-folder Injury,33.9438,6.3004,3.8619,0.0279,576.5575,7.4745,0.6894,0.7017,12.303,21.2041
Healthy,39.4478,7.9801,8.8438,0.0117,100.0098,7.2201,0.44,0.4055,8.5694,23.2935
Leaf-folder Injury,40.988,5.6647,7.599,0.0188,127.7886,7.5969,0.4164,0.3765,7.2929,22.3893
Scald,32.9393,8.2427,4.7898,0.0719,1313.8193,7.3669,0.6843,0.6941,12.3465,21.5762
Leaf-folder Injury,40.9355,5.6708,7.9523,0.0179,117.7829,7.6094,0.4165,0.3751,7.388,22.3947
Tungro,38.3028,7.5299,4.731,0.0646,343.2623,8.2029,0.4841,0.4815,9.6703,22.297
Blast,41.0161,5.5288,7.6295,0.0196,133.0661,7.635,0.4153,0.371,7.3487,22.3753
Leaf-folder Injury,42.597,6.6214,7.6117,0.0087,64.401,7.4562,0.4065,0.344,7.2598,23.4046
Blast,43.233,4.9509,5.6086,0.0811,154.4343,8.4856,0.4745,0.4208,8.3262,23.0236
Blast,36.4521,5.9524,1.3278,0.0144,314.065,7.8535,0.5395,0.556,11.5513,21.0485
Leaf-folder Injury,38.4036,5.5445,4.4562,0.0363,258.5221,7.6345,0.6133,0.5576,10.8458,23.1784
Leaf-folder Injury,38.6154,6.141,6.8919,0.0098,83.9849,7.1866,0.4324,0.3928,7.9566,22.2568
Stripes,40.927,7.5695,8.1296,0.0183,102.6755,7.061,0.444,0.4127,7.7077,22.6363
Tungro,37.5476,10.6395,7.4669,0.0381,171.4377,6.9016,0.4928,0.4626,13.7504,25.616
Stripes,41.0568,5.8128,7.7212,0.0195,121.1857,7.5949,0.4177,0.3675,7.3438,22.4789
Healthy,38.728,7.5826,4.7541,0.0454,373.8695,7.1552,0.5918,0.601,11.2719,21.5618
Healthy,41.0227,5.676,7.7525,0.0199,121.1557,7.6045,0.419,0.3749,7.2525,22.3679
Stripes,41.9447,7.1989,5.0482,0.0212,69.9563,8.0878,0.4978,0.3528,9.6894,26.7841
Stripes,40.2519,6.1544,7.0629,0.0236,100.8475,7.2683,0.4287,0.3845,7.8986,22.3554
Tungro,41.5029,5.7445,7.6989,0.0199,110.7813,7.5767,0.4184,0.3723,7.2736,22.4076
Healthy,43.3047,4.8469,5.4405,0.0908,156.4439,8.6027,0.469,0.4171,8.2881,23.2639
Blast,38.3411,6.8698,5.4451,0.0108,228.3021,7.5218,0.4543,0.4327,8.6287,22.3955
Healthy,37.6128,11.7086,6.0264,0.0448,154.3269,7.8046,0.5187,0.4798,12.8061,24.6994
Scald,39.0819,9.0006,0.6843,0.0149,113.0887,8.2555,0.4425,0.4312,10.3358,22.3182
Scald,36.0817,8.1423,1.4132,0.0068,194.9501,7.209,0.4674,0.4717,11.6216,22.478
Blast,34.5321,8.4354,5.3046,0.0426,315.293,7.5474,0.6058,0.5943,12.8,23.1114
Leaf-folder Injury,33.7121,9.3005,1.11,0.0131,698.8325,7.8665,0.5609,0.5973,11.5906,21.4196
Healthy,43.1071,1.5944,8.4033,0.015,110.6252,7.6449,0.3985,0.3242,6.5954,23.3121
Healthy,40.5579,6.1306,7.2145,0.0163,102.8887,7.3109,0.4296,0.3927,7.9121,22.518
Healthy,36.9342,7.9523,4.4634,0.0126,400.4042,7.5064,0.5859,0.5817,11.2408,21.8395
Healthy,36.9667,7.4939,0.843,0.0066,264.2106,7.9534,0.4368,0.4148,9.5094,21.6477
Blast,38.6591,6.2166,6.9187,0.0085,82.3083,7.2134,0.4301,0.3888,7.9508,22.1517
Scald,36.7606,5.6579,6.4974,0.0455,242.4763,7.0252,0.469,0.4406,8.8281,22.1356
Stripes,39.7384,5.4479,5.6151,0.1263,315.9266,7.6919,0.5554,0.5068,11.1361,24.3255
Insect Infestation,39.3326,6.899,1.4582,0.0111,53.8179,8.0949,0.4687,0.4589,9.9876,21.2807
Blast,43.2627,1.6917,8.1616,0.0099,103.2129,7.6316,0.401,0.3227,6.5271,23.425
Insect Infestation,40.9658,5.6098,7.5911,0.0184,121.4259,7.6248,0.4175,0.3756,7.4349,22.5253
Blast,39.2991,7.8577,7.3231,0.0487,154.1588,7.4059,0.4082,0.3791,8.5311,23.547
Leaf-folder Injury,42.9018,6.6651,7.6017,0.007,67.6793,7.4535,0.4076,0.3456,7.4298,23.4129
Blast,47.1985,7.9002,4.9939,0.0277,150.192,7.0116,0.5859,0.5245,10.4709,24.8601
Healthy,42.4808,6.8386,5.6304,0.0233,70.1564,7.1173,0.4932,0.4491,8.9819,23.1526
Healthy,41.5277,10.1863,7.4693,0.0725,88.9492,7.6009,0.4134,0.3628,7.6479,23.3151
Stripes,37.1714,7.427,1.213,0.0048,76.2265,8.3698,0.4139,0.3564,8.978,22.4345
Leaf-folder Injury,39.2002,6.2977,5.3796,0.0381,188.3279,6.7384,0.4446,0.4034,9.3219,24.4292
Healthy,36.7765,7.7804,1.3071,0.0083,66.201,8.2489,0.4159,0.3534,9.1294,22.3876
Healthy,43.3956,7.9974,7.6665,0.0492,40.3728,7.4448,0.4405,0.3787,7.0438,22.9984
Stripes,41.6606,7.0777,5.4801,0.073,88.6278,7.1932,0.4281,0.3684,8.3699,24.2389
Stripes,46.6253,6.4475,6.882,0.0402,154.7838,6.5483,0.5317,0.495,8.7783,22.9025
Scald,36.0409,8.1616,5.0483,0.0366,450.3918,7.571,0.5322,0.5407,11.655,22.6111
Tungro,41.6142,5.7084,6.2329,0.0377,78.3263,7.6634,0.3527,0.2605,5.8297,22.7536
Tungro,37.0461,8.6979,4.4449,0.046,525.0984,7.474,0.5331,0.5194,11.0382,22.9959
Scald,44.0404,6.8835,9.0044,0.0422,103.0458,6.9452,0.3978,0.3369,7.3014,24.7377
Insect Infestation,42.2165,8.5874,5.8665,0.0354,106.5813,8.028,0.4923,0.3754,8.9224,25.2375
Healthy,37.078,9.6383,1.208,0.0151,142.0517,8.0156,0.4238,0.3948,10.1801,22.697
Blast,43.2499,1.7441,8.4105,0.0088,110.4715,7.6453,0.3991,0.3189,6.5035,23.0567
Blast,40.95,5.4155,7.7119,0.0198,134.408,7.5975,0.4213,0.3759,7.1617,22.4516
Insect Infestation,44.4506,6.5117,8.1885,0.0362,122.0439,6.7976,0.466,0.4404,7.896,21.976
Scald,43.351,2.2134,6.732,0.0179,80.9443,7.4054,0.43,0.3417,7.1581,23.9637
Blast,36.9273,7.4558,4.6187,0.0618,722.2929,7.0998,0.5677,0.5759,12.6966,23.1725
Blast,38.3563,7.7949,4.9337,0.0581,378.2734,8.1318,0.4993,0.4742,9.6049,22.0916
Healthy,41.8337,6.6374,6.1097,0.0252,67.4321,7.1982,0.4938,0.4426,8.8752,23.2041
Healthy,35.4573,8.155,5.076,0.0419,431.705,7.5184,0.536,0.5308,11.5005,22.6567
Healthy,40.936,7.352,4.7161,0.0187,384.8619,7.5049,0.6582,0.6364,10.8401,22.5472
Healthy,43.9645,7.6406,5.2826,0.0315,136.1361,7.6358,0.6148,0.5508,11.5393,24.0609
Insect Infestation,37.2401,8.6273,3.3431,0.0431,342.716,7.8329,0.5296,0.5372,10.8408,22.2192
Healthy,39.2326,7.9803,4.4276,0.032,442.1922,7.6108,0.4496,0.4393,9.8419,22.7667
Stripes,41.0509,5.5159,7.8249,0.0194,131.2266,7.5915,0.4182,0.372,7.2987,22.4426
Insect Infestation,40.9087,5.6544,7.6986,0.0194,124.9385,7.5404,0.4158,0.3715,7.2884,22.3807
Tungro,41.0802,7.5868,5.7357,0.134,131.8507,7.7487,0.5097,0.3977,9.7075,25.8067
Tungro,43.7629,7.2494,9.2239,0.0393,102.5083,6.9709,0.4053,0.3313,7.2292,24.7313
Tungro,38.0864,6.9682,5.7043,0.0172,232.1654,7.5243,0.447,0.4263,8.5055,22.1956
Insect Infestation,36.0608,5.695,1.2548,0.014,347.5195,7.8699,0.5219,0.5519,11.0944,21.2418
Insect Infestation,40.9734,7.1076,4.9965,0.0167,399.0058,7.5561,0.6572,0.6279,10.9792,22.6386
Blast,40.315,7.7362,8.095,0.0204,105.2999,7.0069,0.4434,0.4069,7.7097,22.7811
Blast,38.7213,8.0535,4.3722,0.0297,447.9563,7.5827,0.459,0.4319,9.8641,22.7605
Leaf-folder Injury,40.9749,5.5651,7.6409,0.0191,124.7913,7.558,0.4196,0.3662,7.4015,22.3898
Insect Infestation,41.1088,5.6236,7.8004,0.0217,122.8267,7.6293,0.4151,0.3718,7.3186,22.3735
Tungro,33.6935,6.5664,3.9168,0.0309,650.1677,7.4756,0.6857,0.7064,12.2733,21.4063
Stripes,43.0872,2.2565,8.3092,0.012,109.7043,7.5423,0.4048,0.3313,6.5469,23.097
Scald,32.324,7.8709,4.7622,0.0691,1280.1472,7.3774,0.6758,0.682,12.4742,21.6375
Leaf-folder Injury,41.1353,5.5006,7.7984,0.0182,125.3026,7.577,0.4111,0.3713,7.2509,22.3507
Insect Infestation,41.6193,5.7754,6.5347,0.039,74.3985,7.6037,0.3574,0.2557,5.8383,22.8358
Leaf-folder Injury,41.6421,7.0598,6.5917,0.0297,161.9216,8.7672,0.444,0.4076,6.7274,21.3924
Scald,41.6186,5.7595,6.3448,0.0376,72.5408,7.6074,0.3545,0.267,5.9169,22.8551
Insect Infestation,39.6432,5.4714,5.3852,0.1353,282.5058,7.7329,0.5591,0.4977,11.1581,24.4065
Tungro,37.849,7.3951,1.8507,0.006,65.798,8.3554,0.4736,0.4625,9.8769,22.1086
Blast,38.6253,6.5159,7.1828,0.0121,84.956,7.1667,0.4325,0.4038,7.9694,22.159
Blast,35.92,5.9271,1.0593,0.0092,352.842,7.8632,0.5272,0.5583,11.4047,21.0201
Blast,41.0535,5.4905,7.72,0.0206,128.9107,7.6258,0.4222,0.3701,7.3044,22.4665
Blast,36.9582,7.8113,4.5811,0.0092,474.879,7.4343,0.5855,0.5917,11.3524,21.96
Tungro,40.0639,6.2941,6.279,0.0532,290.248,6.8802,0.4642,0.4406,9.2741,22.5689
Stripes,42.689,6.9206,6.2155,0.1054,94.9879,8.1627,0.5173,0.4115,10.177,25.7466
Healthy,41.4189,5.6342,7.8576,0.0225,130.3869,7.6425,0.4146,0.3701,7.3185,22.362
Stripes,40.7464,7.7564,8.2696,0.0185,106.6394,7.0897,0.4426,0.4072,7.7063,22.765
Insect Infestation,41.0524,5.8243,7.6625,0.0206,138.2608,7.5998,0.4181,0.3654,7.2023,22.3771
Insect Infestation,43.1387,7.5341,5.6783,0.0864,101.7563,7.8428,0.553,0.494,10.1627,24.1673
Insect Infestation,43.2679,7.6622,8.0785,0.0499,33.1942,7.457,0.4361,0.3848,6.995,22.9203
Blast,38.8061,8.007,3.931,0.0575,278.1318,7.8755,0.5046,0.4909,10.9154,23.1136
Stripes,39.9872,5.3491,5.479,0.1257,292.2768,7.7704,0.5635,0.5033,10.9661,24.301
Stripes,38.2089,8.0927,5.1167,0.0587,470.1494,7.744,0.5045,0.5056,10.9369,23.039
Healthy,43.1305,2.2866,6.8117,0.0185,85.9561,7.5277,0.4348,0.3385,7.191,23.8733
Tungro,38.5675,7.6365,4.745,0.0392,446.706,7.1134,0.6036,0.6066,11.2551,21.7001
Healthy,37.1709,9.4502,1.8526,0.022,156.7831,8.1354,0.4265,0.3831,10.0754,22.5236
Blast,41.7164,6.1215,6.3865,0.0393,80.5288,7.6198,0.3517,0.2618,5.8033,22.903
Healthy,41.1391,5.4785,7.8038,0.0193,134.6042,7.6101,0.4181,0.3673,7.2175,22.4221
Leaf-folder Injury,37.0257,9.8695,6.0388,0.0847,170.3135,8.8446,0.4752,0.4393,12.3655,24.0817
Blast,42.6576,8.1511,6.0586,0.0225,224.3053,8.0144,0.5211,0.4608,10.4889,25.0796
Healthy,42.5728,6.4576,5.3718,0.0704,39.2295,7.037,0.4946,0.4434,8.5076,23.9929
Scald,44.3572,6.5946,5.9633,0.0281,120.4719,6.6828,0.447,0.3806,9.0138,25.8881
Blast,37.7498,7.4776,3.5734,0.0179,327.1835,7.5442,0.5558,0.5514,10.9755,21.9679
Tungro,38.8047,8.3376,4.1061,0.0553,281.2876,7.8887,0.5167,0.4956,10.291,23.3266
Blast,42.991,6.153,7.3406,0.008,62.6693,7.4445,0.4061,0.3355,7.4896,23.4693
Healthy,43.177,1.3382,8.5731,0.0099,109.2394,7.6078,0.3929,0.3196,6.5265,23.1262
Scald,38.9712,7.9525,4.1853,0.0272,456.6463,7.6167,0.4583,0.4421,9.9436,22.8413
Tungro,34.9095,9.0814,5.8246,0.0439,312.1142,7.5492,0.6095,0.6009,13.1897,23.1797
Scald,39.5283,5.1591,5.6067,0.1331,310.282,7.6804,0.5604,0.5048,11.1217,24.4642
Blast,43.8832,6.4893,6.7434,0.0987,54.5968,7.3716,0.4639,0.3899,7.8296,24.4176
Insect Infestation,32.3719,8.0212,4.677,0.066,1366.7626,7.37,0.6768,0.6836,12.4262,21.7799
Blast,35.4963,10.5545,5.1795,0.1159,504.2982,7.3707,0.6571,0.6551,12.4544,22.6094
Blast,38.8662,7.9189,4.4524,0.0336,395.3109,7.6225,0.4626,0.4405,9.8629,22.8079
Blast,40.7795,6.219,7.1808,0.0194,100.7471,7.334,0.4267,0.3907,7.9315,22.4959
Insect Infestation,42.2892,6.4162,5.4355,0.0089,144.2683,8.1512,0.5002,0.4003,10.1266,25.2408
Scald,39.6203,5.7927,5.5454,0.1309,312.0076,7.7133,0.5591,0.4982,11.1441,24.3496
Stripes,43.1879,1.7995,8.5162,0.0075,108.5945,7.5946,0.4016,0.3179,6.5401,23.2268
Healthy,44.5136,6.4844,8.1236,0.0373,126.8964,6.7514,0.4682,0.4353,7.8885,22.0842
Leaf-folder Injury,36.7992,11.157,5.9995,0.0865,140.9433,8.0156,0.4551,0.4099,12.8557,24.8448
